,acoustic_data,time_to_failure
199968466,2,4.853998
609834387,5,3.1564984
121076960,5,4.597596
186567098,5,0.27939722
194315398,14,6.3222985
581241718,4,1.1241966
178995537,5,2.2455995
501565690,2,7.0689974
545344113,-3,10.448997
11532711,7,10.0149975
289648870,8,4.7247996
168078834,2,5.082196
271693628,3,9.389398
502409056,8,6.8497977
453182768,1,2.2408984
196868886,7,5.6593966
460517910,21,0.3352993
347151866,1,7.332496
493681351,-4,0.5501969
286384124,7,5.5728
203346398,8,3.9761994
187209903,1,0.11229751
332187947,6,1.5812974
481276785,5,3.771999
279252431,3,7.426296
273940385,10,8.806295
495430975,5,0.09589618
480585402,7,3.951798
454802796,-1,1.8205961
616412339,6,1.4476986
596509595,6,6.617599
117004393,6,5.6551976
38323378,24,3.0553987
192545493,6,6.781899
529498867,7,14.564599
581924080,3,0.9464985
162204271,8,6.607997
121886998,9,4.3868976
506390330,2,5.815598
343448273,4,8.294297
118227381,5,5.3369994
399235572,10,5.229697
546367487,9,10.182998
371147796,13,1.0985987
158910439,12,7.4633975
294133691,-9,3.5607955
114543013,4,6.294597
230867061,2,3.8861997
608961314,2,3.383099
326433224,5,3.0761971
123233527,7,4.0367985
483490656,6,3.1973968
414899100,1,1.1609967
204957445,2,3.557998
49400809,3,0.17839663
56800073,3,12.436699
297619619,22,2.6542997
140455465,6,12.257796
522122308,2,1.7287987
369549205,9,1.5145955
623322073,6,11.271699
521901626,5,1.7862982
534898251,-1,13.162198
583682999,9,0.48999658
526902586,6,0.48709843
427862092,-6,8.818498
289178823,8,4.8471985
605017627,1,4.407698
552010762,6,8.716799
317528276,6,5.3892975
522996732,8,1.5021966
364143783,5,2.9179986
373444622,11,0.5016999
530996220,5,14.176196
222899916,5,5.9566956
121239474,1,4.554998
435803569,3,6.7553983
254407676,4,13.879399
3048178,-7,0.6774992
367509941,4,2.0433993
467035619,8,7.4714985
99964813,2,1.2243979
451082337,4,2.7866976
310551210,2,7.201299
95113372,-12,2.4840999
527111352,5,0.43289858
80466012,5,6.289
91956984,-1,3.304498
58637355,5,11.960096
462430903,2,8.667399
176432429,13,2.9116986
208813423,9,2.556796
129044356,-1,2.5280955
325453165,6,3.3304985
411841187,8,1.9547992
10660963,6,10.241596
200650033,3,4.677296
124237312,4,3.7761984
135971450,2,0.72779924
272594046,3,9.155298
60699887,7,11.423799
7046008,2,11.180099
196492033,8,5.757297
585315498,6,0.065498576
87727129,9,4.4035964
336541903,4,0.45019746
112361436,-1,6.8616953
298194872,10,2.5052977
335297327,2,0.7736968
559639195,4,6.735697
600165861,6,5.668496
470043944,-1,6.6904964
325447438,5,3.3325956
472683666,4,6.0041986
5930988,0,11.470495
56686926,1,12.466497
423194941,1,10.030399
553450519,3,8.343396
167301800,3,5.2832994
204983406,8,3.5515964
68262582,5,9.459697
527858795,6,0.2391964
237668848,5,2.1199973
348932566,5,6.869697
82883425,5,5.661199
313709671,1,6.3808985
24132780,-3,6.7421966
457283153,8,1.1757982
182463205,2,1.3454969
429908122,4,8.2865
34627170,1,4.016196
219943611,5,6.7238994
329257764,6,2.341999
171237398,3,4.2608
279852685,5,7.269898
491077449,-2,1.2268956
460555437,9,0.32569858
379454492,2,10.367799
368864618,7,1.6922961
576955352,5,2.2370987
10473902,8,10.289499
27349024,6,5.9059
268618376,2,10.188397
468165420,4,7.177799
205556950,6,3.4026964
296721944,3,2.888396
593817574,3,7.3167
572318997,5,3.4415984
65461048,2,10.187497
387105340,1,8.380199
569177101,2,4.2576985
422466155,5,10.219799
624566097,4,10.949296
344320338,3,8.067698
446808211,-3,3.8964996
63527641,5,10.689697
599629997,0,5.8068995
503895422,6,6.4635983
316945492,6,5.5403986
273739447,16,8.858396
214646648,5,1.0416956
573847745,10,3.0446975
490503328,4,1.3757963
602191259,4,5.141898
584097566,8,0.38259563
449599944,0,3.1718972
448224562,12,3.5293963
137839754,6,0.24259868
106257940,6,8.447096
609967162,6,3.1223965
395668856,1,6.156496
484451376,6,2.9473987
245399175,5,0.11219586
577788439,4,2.021097
198838849,3,5.147597
420967739,9,10.609199
366793792,8,2.2295988
555502979,5,7.810296
288472915,2,5.031296
335921401,3,0.6108996
420176996,7,10.814499
346394093,-7,7.529296
241648853,2,1.0857986
518482412,4,2.6746972
284742621,5,5.999499
120611744,2,4.7177987
496450190,6,8.397897
248126702,1,15.511597
427064756,2,9.025996
364031965,5,2.9466999
511537390,6,4.4781995
8153956,8,10.8927965
525846425,10,0.76159775
280658887,6,7.060299
413864023,21,1.4291998
561716556,7,6.196196
579121687,-2,1.6742994
272494531,6,9.181895
267177265,6,10.562996
77887321,-6,6.959298
12018252,6,9.888399
176821688,9,2.8105984
254149636,12,13.946499
216676442,4,0.5138976
416069597,-2,0.8566977
134646673,4,1.0724967
552188141,5,8.671098
138904604,5,12.659999
208293471,29,2.691896
34353557,5,4.0863996
570537860,1,3.9043977
449417411,-5,3.2186997
119818315,5,4.9241977
197149675,2,5.585999
108498553,2,7.865096
352130402,11,6.038698
197811779,4,5.4146957
598148541,-1,6.1919985
87113135,4,4.563196
226497309,4,5.021499
200555617,5,4.7017965
15701671,4,8.931898
247425692,4,15.693497
421670891,1,10.4262
285106918,5,5.904799
506010763,3,5.9145966
184019113,9,0.9411975
95010964,6,2.5106997
56028862,7,12.637795
55453684,5,12.786798
271999584,6,9.309599
178315897,2,2.4221992
212028940,2,1.721596
554420370,7,8.091197
384551876,2,9.044197
364450793,5,2.838199
327916850,2,2.6909962
263722442,2,11.459898
393678205,10,6.673596
557246654,6,7.3570976
279748598,8,7.2964997
16441722,0,8.7393
326810006,6,2.9782972
9260999,5,10.605495
304304002,6,0.91889554
280179239,7,7.184799
128628462,1,2.635498
555654789,-1,7.7709956
453944853,-4,2.0429983
266334533,8,10.781099
312905413,7,6.5904956
107246633,2,8.189599
207309575,1,2.9472969
66888169,-9,9.816099
606423822,5,4.0427966
23246782,6,6.9719977
281249273,9,6.9070983
160705439,5,6.9973965
165591625,5,5.728097
152587396,5,9.106297
312634897,6,6.660796
78923254,2,6.6900983
517158850,4,3.0183978
532598144,6,13.760196
531505889,6,14.0432
378959713,1,10.496498
422713810,4,10.155897
238831400,2,1.8177979
467151324,1,7.441697
287459328,6,5.294098
481356365,5,3.751697
327913093,-3,2.6920958
19960771,4,7.825299
427751633,7,8.847198
490727835,7,1.3172972
247988795,11,15.5467
605926533,8,4.171499
244063423,5,0.45909634
141286425,5,12.041797
526208075,3,0.66799647
104411085,6,0.06989552
624313068,1,11.014199
561614821,3,6.2218
444980126,12,4.3720965
64821971,13,10.353397
105220741,6,8.716297
386180854,8,8.620698
32614234,3,4.538598
582878771,2,0.69859815
283221544,6,6.395296
324192744,0,3.6581972
457375423,6,1.1523957
190170143,-1,7.3989987
280889743,8,7.000697
260547789,4,12.284498
95364528,-1,2.4191983
164884674,3,5.9111
612192072,4,2.5446956
244066911,7,0.45799702
298472461,-2,2.432999
350348607,0,6.501498
465877420,2,7.7725973
468051061,6,7.2075987
585749365,4,9.412699
389636531,10,7.7226996
120183899,10,4.8294964
16643167,1,8.6870985
82712290,6,5.705898
405562499,0,3.5858986
138851754,5,12.673799
356879632,-1,4.805496
26155214,8,6.2164974
335966217,-3,0.5991999
177825387,2,2.5498981
4018440,-10,0.4253997
181343553,9,1.6359985
344730876,6,7.961296
39127365,7,2.8468974
231012367,4,3.8489976
504080051,3,6.415698
625021100,4,10.830199
244501171,6,0.34519693
478685585,2,4.445497
389350940,5,7.7971983
428594840,4,8.627998
28978502,14,5.483496
297176796,1,2.7702959
184278768,6,0.87409574
309023060,4,7.5980997
360993954,-1,3.7361987
199259407,1,5.0379987
435081097,4,6.9436955
72522160,-8,8.353097
419103263,4,0.06829932
275001123,0,8.530696
491409999,16,1.1395992
398442451,10,5.4351
507925827,1,5.4165983
177423923,11,2.6541982
270654025,5,9.659597
108301416,7,7.9160967
320856481,10,4.5242996
183122287,5,1.1741973
367277322,4,2.1039984
593438857,7,7.4155974
539697597,-1,11.915199
312367494,4,6.729897
352419624,-9,5.9641957
559334035,5,6.8143992
622023679,6,11.608998
325075701,5,3.428399
2230960,1,0.890297
624011459,6,11.092998
125886059,6,3.3483958
242140930,8,0.958098
219035569,1,6.960098
155060970,6,8.463597
237155398,4,2.2529988
7802715,5,10.984296
369604758,0,1.4996976
194627157,6,6.2413983
573995992,4,3.0063965
38047304,3,3.127796
54824522,6,12.950696
195559928,3,5.9987993
79212119,2,6.615596
543864225,2,10.833098
161256300,8,6.853799
331151956,-1,1.850397
140143187,3,12.338697
324456197,7,3.5900958
554784855,6,7.9964976
90911619,-2,3.575799
244524671,1,0.3387981
212649447,5,1.5597982
387455983,6,8.289797
561409417,3,6.275996
390881916,4,7.399199
158085796,-3,7.677299
512352194,4,4.2664
281615945,5,6.812396
293089824,1,3.8310993
421391867,10,10.499596
89045286,4,4.0609975
576300984,-6,2.4073977
188015252,4,7.958699
65148702,-1,10.268298
513386642,6,3.9982975
321757478,5,4.2901998
317283735,6,5.453096
600253330,1,5.6450987
303245416,9,1.1933975
467708522,4,7.296997
3114640,-3,0.66049814
428220464,2,8.7249
226871037,7,4.924698
344416800,9,8.042199
534420887,1,13.286696
345557269,5,7.7463975
525216844,6,0.92549646
160566891,5,7.033596
120430854,3,4.7646
195935773,2,5.901996
408377264,6,2.8548977
497147323,2,8.216996
372899986,2,0.64319974
387015726,7,8.403599
12575946,7,9.743699
428763110,2,8.584397
588460267,6,8.7084
533754994,2,13.459099
494793317,4,0.26079923
139935216,5,12.392896
132486882,6,1.633298
157345265,6,7.8698983
132963811,1,1.509796
382316531,6,9.624
210228149,3,2.188699
451029364,0,2.8004973
250455947,3,14.906198
376690258,1,11.085999
105251597,7,8.707799
471600702,9,6.2861958
112699847,-1,6.7733974
332480488,9,1.5047
82225311,0,5.8324976
285907378,5,5.697297
398421659,-3,5.441496
309454922,6,7.4863977
391234319,4,7.307699
472050090,3,6.1690974
110257620,5,7.4075985
335207114,4,0.7970969
203767065,6,3.8676963
174214324,8,3.4883964
430372258,-6,8.166298
566376890,-4,4.9853973
349655993,3,6.6812987
534024314,7,13.3888
595805293,1,6.8005986
59099269,4,11.839798
134062157,5,1.2235999
353656227,1,5.642896
518509916,2,2.6672983
76091843,10,7.4252996
407232084,7,3.1527958
544081635,4,10.776698
555639128,-2,7.7740993
498907164,2,7.7594976
591460759,6,7.9294972
379711295,2,10.301796
116534104,3,5.777497
607181904,0,3.8458965
418132457,-105,0.3204994
469355781,8,6.8691964
29030680,3,5.4695973
628952452,12,9.809796
72920695,2,8.249896
411737008,-7,1.9823966
476942078,5,4.8986955
346273192,0,7.5601983
14491918,5,9.2457
296095057,4,3.051196
624202724,4,11.042999
489890205,-2,1.5343995
1996401,2,0.9509982
68419991,2,9.4182
13008642,7,9.631996
281451586,-4,6.8548965
325268989,2,3.3782983
33259755,5,4.3704996
108510812,0,7.861896
171537387,11,4.183199
130353750,4,2.187597
346999946,3,7.3718963
573484157,-13,3.1393964
275044144,3,8.518998
297571422,8,2.6670988
380801201,6,10.0177
574341137,6,2.916
580565757,15,1.2996968
507867865,3,5.431499
77618893,5,7.0294957
536678564,3,12.6994
181802648,7,1.5167981
458152852,5,0.95029664
82448319,8,5.7750955
125993755,-1,3.319699
105816466,8,8.5609
153149786,6,8.959399
153597445,3,8.843398
284259345,5,6.1249986
182061465,30,1.4497973
270704421,0,9.646895
375972966,3,11.272199
354336003,4,5.466196
72054133,4,8.474399
210908009,1,2.011999
69863013,5,9.043698
357822138,12,4.560796
515036520,1,3.5694983
93734011,11,2.8426988
326763918,1,2.9899983
15378066,4,9.015898
454925306,13,1.7886965
310616923,5,7.184199
277717326,4,7.8241997
417595446,3,0.45989987
585500192,4,0.017598167
330799801,4,1.9419969
452973348,5,2.295099
149453087,5,9.9201975
219439471,6,6.8546996
514317648,3,3.7567961
548484623,9,9.632898
199138297,6,5.0699964
87403540,4,4.4875965
35643095,5,3.7522957
41769069,2,2.1605976
417200656,5,0.56309706
339513554,11,9.3158
90648018,5,3.6449962
155436583,6,8.365698
405853026,8,3.510299
241009383,15,1.2517991
51581959,9,13.792299
57275160,6,12.313299
151009737,6,9.515897
408395007,4,2.8506963
12983730,3,9.638296
354935726,6,5.3097987
112382415,-1,6.8552995
71150889,4,8.709597
281102082,4,6.945398
478397726,7,4.5198984
212882083,-1,1.4991992
491050386,3,1.2332983
506132298,6,5.882598
380456977,6,10.1071
575953208,12,2.4977973
156110770,4,8.1911955
156997705,5,7.9602976
418593985,8,0.20129633
405002487,1,3.7315974
360606429,10,3.837297
246978770,9,15.809498
174626745,7,3.3808978
70267996,9,8.938299
356467066,5,4.9118996
608054806,4,3.6192958
463678299,5,8.343897
199815509,9,4.8932996
62992440,4,10.828
149584928,3,9.886196
136305292,3,0.641597
41015162,11,2.3563979
489930514,9,1.5247957
266424124,9,10.758696
399588369,3,5.1381965
616217120,11,1.498697
571489938,7,3.6575959
310336902,7,7.257696
37212847,-3,3.343799
175910613,7,3.0478957
41037952,7,2.35
129603846,2,2.3822975
396554609,0,5.9255996
560786129,3,6.437797
136538577,4,0.58099717
538499770,4,12.226996
75168830,-2,7.6657968
408333568,-2,2.8665962
256375845,11,13.368696
166561375,11,5.4758983
106173013,7,8.468399
607623778,9,3.7309968
333677655,13,1.1939987
566477540,-6,4.958799
52742087,4,13.491198
211367423,-76,1.8928983
232677321,6,3.4169955
40410932,-2,2.5137956
411593747,6,2.0196965
387247690,10,8.344096
355607936,4,5.1352983
88270896,3,4.262098
192904496,10,6.6893964
75643474,2,7.542397
268109741,-7,10.320397
349406985,2,6.746198
184265786,4,0.8772965
491070905,6,1.2278982
210083124,-1,2.2269962
242816456,-1,0.7824983
170061179,7,4.567296
200629936,-5,4.682696
525879189,9,0.7530978
568695009,2,4.3831973
343100332,1,8.384797
450883192,0,2.8388958
628814131,4,9.844899
123318589,8,4.0144997
267014688,-24,10.6045
573311104,10,3.1840975
210284690,7,2.1737998
607464117,2,3.772497
189609794,3,7.544798
232993757,46,3.333999
46786659,0,0.85719764
351724035,6,6.1439996
61565776,2,11.199297
625783798,4,10.632298
455191421,2,1.7194967
582224,7,1.3180994
599546728,8,5.8291965
29721869,3,5.2897987
350597372,1,6.4365997
117171050,5,5.611499
382272287,0,9.635699
64883069,7,10.337498
250852156,3,14.8029995
467588415,8,7.3277984
336297586,3,0.51409584
533415177,8,13.547399
297898548,8,2.5818994
323772378,1,3.7667
223405255,3,5.8247986
523861821,6,1.2776957
386713069,8,8.482398
176258930,-2,2.9573956
420877545,2,10.632599
270929565,8,9.588296
328835537,4,2.4515994
402221709,8,4.454097
61915914,5,11.1078
301240522,3,1.7136997
52244760,1,13.6199
168702328,9,4.9193997
488107199,1,1.9982963
158582319,-3,7.5485983
158563890,7,7.553896
160491809,0,7.052697
599834274,3,5.754696
322513812,5,4.0943966
459834647,0,0.51299846
378024113,1,10.7390995
190040394,4,7.4330974
230117471,3,4.0808997
60558448,7,11.461097
170665287,13,4.4097986
518676149,22,2.6246958
593649117,7,7.361396
80860831,8,6.186798
242009898,6,0.9920979
533338271,0,13.567597
532010670,5,13.912298
264703995,9,11.2046
70782335,4,8.805296
178731954,5,2.3147967
355548961,3,5.1512957
374571992,3,0.20909885
275644161,2,8.363696
162108114,5,6.632499
565359593,1,5.2492986
463521982,6,8.3843975
519822447,3,2.3267963
132817423,9,1.5470994
419396626,5,11.0177965
356454731,4,4.9150996
167808905,2,5.1524954
400899111,9,4.7977967
385507926,2,8.795199
527558597,-1412,0.31689772
230934981,1,3.8691971
23570924,1,6.887897
45296420,6,1.2444968
110204745,3,7.4213977
90888786,1,3.582197
430967804,9,8.011996
140390203,3,12.274796
377081075,2,10.984897
159167662,5,7.3963985
567348335,0,4.7332964
283370270,7,6.355899
238655576,3,1.8635976
135676212,9,0.8043996
386503098,10,8.536599
253784189,5,14.0412
389506631,8,7.756698
570140689,-4,4.0075974
14029964,6,9.365998
148022161,9,10.291499
541275278,-5,11.505599
463662879,7,8.348196
52611210,9,13.525198
569205856,11,4.250199
356911900,6,4.7969966
459637653,14,0.5639989
159337206,4,7.352797
132347636,4,1.669398
21885413,8,7.3251996
403799617,12,4.044496
238433672,0,1.9209983
404025633,2,3.9848995
68847451,7,9.307498
50719463,6,14.016797
55559364,7,12.759099
496739688,13,8.322398
240328141,2,1.429396
437797518,5,6.2371993
12432290,8,9.780899
111131710,3,7.1808963
128131874,-3,2.7642992
190753463,6,7.247997
127758172,3,2.8621957
144095525,9,11.311897
543576104,8,10.907599
395990177,3,6.0723987
262117726,9,11.876997
412901512,6,1.6791998
227409374,7,4.785296
485700231,2,2.6227992
394932288,10,6.3469
47077040,8,0.7816981
281806956,4,6.762398
137123343,2,0.42879826
141066242,9,12.0982
355680787,10,5.1161995
128961861,27,2.5493963
116910375,4,5.6795974
237643587,6,2.1263978
569944733,2,4.0586967
14365317,14,9.278699
563943521,8,5.6173973
192468495,6,6.8020983
97288759,10,1.9191993
446171779,1,4.062397
388209799,2,8.093996
84406285,1,5.2654
396383915,4,5.970298
50327130,12,14.118896
59727010,1,11.676996
543977061,4,10.804396
407364197,2,3.1176991
219227726,8,6.910098
22614495,-4,7.1357994
485440584,3,2.6908965
182495728,7,1.3369972
281344540,3,6.882597
532066658,7,13.8974
395532350,9,6.1915975
505368472,4,6.0815954
34924992,6,3.9384973
170287706,6,4.5076995
559970752,13,6.649497
602190241,8,5.1418996
124357735,-1,3.7452965
402492742,5,4.3838964
113173864,4,6.6499987
21852877,6,7.333699
306385714,6,0.37739903
118596355,12,5.241299
460049332,0,0.45759663
595000004,5,7.0101967
351375858,3,6.2343993
98459872,4,1.6148998
160665337,4,7.0080957
28019385,1,5.732397
387963070,7,8.157897
355123349,7,5.2608995
44963607,7,1.330698
404416105,0,3.8837981
412141045,7,1.8770982
622158060,3,11.573899
483556723,6,3.180396
242120494,6,0.9633979
228856418,-1,4.4085994
518515845,4,2.6661963
304786570,9,0.7933964
375059431,1,0.082398824
145559662,1,10.931
320301936,6,4.668997
446727204,3,3.9176989
566635969,1,4.918396
383447967,2,9.330399
502321510,3,6.8721995
291815338,2,4.1629953
166241829,7,5.5588984
521356289,4,1.9277987
70384412,9,8.908497
603095985,15,4.9066987
480320649,4,4.0208964
274238696,8,8.728597
425281847,6,9.488797
566125801,3,5.0502987
577150608,-5,2.1870959
164743224,3,5.9482975
221486762,5,6.323796
475794564,3,5.1965966
205575988,21,3.397398
380294242,2,10.149698
52136298,6,13.648598
545233969,3,10.477797
208250198,2,2.7025983
81516642,6,6.0165977
318364169,4,5.1721973
188243551,-2,7.900196
551580317,2,8.828599
38013041,2,3.1362977
153370408,2,8.902996
393000708,23,6.8490977
26792664,6,6.050599
180312738,4,1.904097
54027471,5,13.157099
177404271,3,2.6594973
79692756,8,6.490099
160765325,3,6.9814982
13301013,1,9.555399
599273533,3,5.8993998
615242919,4,1.7519963
264568303,7,11.240696
118950992,2,5.1497965
387185411,3,8.359997
328174935,4,2.6239963
119809629,10,4.926298
518272019,-5,2.7289987
213632320,7,1.3044984
355500163,0,5.1629996
263771838,5,11.447098
353985209,0,5.5566993
315666604,2,5.8722997
202653647,4,4.1570954
499608113,12,7.577597
80485547,0,6.2846966
212281961,6,1.655597
508742618,3,5.2048965
171199433,5,4.271497
90768533,4,3.6129987
78530175,-3,6.7922983
81268865,2,6.0804
112655445,0,6.7850966
464328231,6,8.174798
313178704,7,6.519297
39216972,1,2.823498
343762157,4,8.212399
525456266,5,0.8626989
159588301,3,7.2878957
453996656,-69,2.0291998
195092374,0,6.121196
54083252,12,13.143196
558351442,4,7.0697985
209617682,2,2.3471992
433787277,7,7.2788997
183375351,11,1.1081983
604132623,0,4.6374984
426805457,0,9.092998
487828258,5,2.0705967
462730039,9,8.589699
220085623,7,6.687696
578414968,7,1.8582972
242524013,5,0.8590956
531261906,9,14.1069975
77595630,4,7.034799
11454790,7,10.035197
199071920,2,5.0869975
544046672,2,10.786296
505456149,4,6.058198
392853483,8,6.887398
560625830,5,6.4792976
470106569,2,6.6734996
200757904,-13,4.648599
326923834,7,2.9484982
385504311,-1,8.796299
374678706,6,0.1813986
377392350,5,10.903996
66608766,3,9.889496
307593472,-2,0.06349965
444562291,2,4.4805965
404765846,6,3.7933965
410185995,2,2.3845997
193421040,10,6.555296
573359342,2,3.1712985
233161925,5,3.2903986
245201960,1,0.16329652
80368155,7,6.3144994
263515230,2,11.514196
489100499,4,1.7396985
187245620,4,0.10269877
566705543,-2,4.900296
306734397,3,0.28689846
622834366,6,11.398299
329104938,3,2.382396
365401817,5,2.591298
355107253,2,5.2650995
465575636,2,7.851296
422095196,1,10.316597
302253407,3,1.4508984
114069178,3,6.417996
484802166,2,2.856896
310364714,4,7.250197
31708714,-21,4.7737985
541718324,1,11.3906975
527649750,8,0.29349658
284018505,6,6.187798
243241156,9,0.67189974
551618728,8,8.818997
332137989,-1,1.5939982
26922203,3,6.0175962
379038873,2,10.476296
3753968,1,0.49449775
88601019,1,4.1758995
602115995,7,5.161
442205727,7,5.092398
196996799,7,5.6263957
23667252,4,6.8623996
497971122,8,8.0021
79684865,8,6.4921985
526673739,7,0.54669785
597608664,4,6.3324976
302703153,-2,1.3338994
226072093,6,5.132098
288969282,5,4.9014993
341790363,4,8.725296
192256784,4,6.8574967
592031814,6,7.7805996
278293126,4,7.675297
320003546,6,4.746596
170377796,33,4.484299
616424014,-10,1.4444993
570671730,5,3.8692992
464680458,3,8.083299
24162166,6,6.7346954
157863661,10,7.735796
122379918,-1,4.259196
308295430,2,7.787498
56730546,4,12.454799
57547564,4,12.243097
515710754,6,3.3949957
191757664,7,6.987296
327036467,2,2.919796
625812658,5,10.624799
278306569,9,7.672096
65428473,2,10.195996
266733747,6,10.677897
627872574,6,10.089599
304506660,7,0.8656979
416434475,6,0.76199734
238490059,6,1.9060994
63937271,6,10.583297
220473573,4,6.5865974
227135874,3,4.8554997
304893220,5,0.7656962
225165507,5,5.3672996
80800478,-6,6.202797
414696034,3,1.2131993
41588905,11,2.2073975
89126322,8,4.0396986
229520064,3,4.236299
123431296,1,3.9857974
433813521,1,7.2724977
444127915,7,4.593397
101729251,7,0.76579887
47057716,3,0.78699684
417171262,19,0.5704979
565875962,6,5.1151986
353695747,7,5.632198
570139390,-10,4.007599
614140225,-4,2.0381973
5349094,3,0.080595784
465472210,4,7.877897
583798758,6,0.45919994
188433473,4,7.8501987
51191717,-3,13.894396
321273525,5,4.4167957
541661570,4,11.405598
417283124,11,0.5417965
474447954,3,5.5456
618019651,6,1.0305967
83446685,2,5.5154967
622184432,3,11.567497
270080487,4,9.808598
409328524,3,2.6080966
44759784,6,1.383897
558198026,-1,7.110196
340266677,6,9.121096
448638189,6,3.4218962
75843579,3,7.4901977
627744344,2,10.123695
564446203,4,5.486599
281213303,6,6.9166975
300785435,4,1.8328956
501662071,3,7.0434995
275318944,5,8.447698
65131168,7,10.272599
449881060,8,3.0984988
564749417,-2,5.407799
264160648,8,11.346098
145153293,2,11.037396
28551279,4,5.5940976
508935013,2,5.1548967
190191226,1,7.393698
371645734,-4,0.96979624
126229292,9,3.2589967
505912901,10,5.940096
130743164,8,2.0864968
588232965,2,8.767998
320819611,12,4.5337996
212629337,3,1.5651978
471700932,3,6.2595983
427265013,2,8.973797
177697295,7,2.5828993
285311481,4,5.851599
302611286,-3,1.3583968
10992,3,1.4669969
626268177,3,10.506698
553651358,1,8.291296
58743584,4,11.932397
5191023,2,0.12109845
495229169,4,0.1479974
281726962,4,6.7826
297860545,4,2.592596
534868478,6,13.1697
352057243,6,6.057798
179616537,6,2.084997
89848842,4,3.8523965
499579036,6,7.5849977
112350222,6,6.8638988
434572107,7,7.075697
6615891,2,11.291799
281019042,2,6.966699
560489836,3,6.5143986
436549131,3,6.561798
492638264,3,0.8203998
109262252,2,7.6660986
413547863,3,1.5121962
491702024,6,1.0640979
237092666,0,2.2699957
253931229,2,14.003896
138633908,7,0.0361992
253429620,5,14.1336975
141893612,4,11.8833
408244355,2,2.8889997
412244153,3,1.8504975
180416773,6,1.8763996
393173117,10,6.8044977
236050309,-1,2.5402977
336405819,7,0.48529845
217466998,2,0.30859756
570010852,-2,4.041696
275039473,4,8.520099
263399272,0,11.543998
388232551,4,8.087599
173653265,5,3.6340964
147196794,8,10.506496
231850691,9,3.630799
596938847,1,6.5059
608314065,5,3.5511992
473605077,8,5.7647986
268394442,-20,10.246996
395043944,8,6.3181987
594435454,7,7.157096
615387105,2,1.7136999
815550,3,1.2573994
460798389,-3,0.26289716
464755715,7,8.064096
623586467,5,11.203596
432997412,14,7.4841986
285780049,13,5.7302976
133486219,11,1.3736981
132761855,2,1.5619974
383116378,-24,9.416598
492356400,10,0.893899
611902784,5,2.6190984
160054794,5,7.166596
530075571,2,14.4145
599559805,7,5.825996
488078668,9,2.005696
352506160,4,5.9407997
527202135,0,0.40949783
258954587,10,12.698399
