,acoustic_data,time_to_failure
4400487,0,0.32639846
4400488,-9,0.32639846
4400489,-17,0.32639846
4400490,-22,0.32639846
4400491,-24,0.32639846
4400492,-24,0.32639846
4400493,-11,0.32639846
4400494,0,0.32639846
4400495,13,0.32639846
4400496,24,0.32639846
4400497,32,0.32639846
4400498,32,0.32639846
4400499,28,0.32639846
4400500,24,0.32639846
4400501,19,0.32639843
4400502,9,0.32639843
4400503,-5,0.32639843
4400504,-10,0.32639843
4400505,-15,0.32639843
4400506,-19,0.32639843
4400507,-25,0.32639843
4400508,-17,0.32639843
4400509,-15,0.32639843
4400510,-6,0.32639843
4400511,3,0.32639843
4400512,8,0.32639843
4400513,20,0.32639843
4400514,29,0.32639843
4400515,30,0.32639843
4400516,28,0.32639843
4400517,23,0.32639843
4400518,11,0.32639843
4400519,1,0.32639843
4400520,-7,0.32639843
4400521,-21,0.32639843
4400522,-20,0.32639843
4400523,-11,0.32639843
4400524,-12,0.32639843
4400525,-3,0.32639843
4400526,1,0.32639843
4400527,11,0.32639843
4400528,22,0.3263984
4400529,22,0.3263984
4400530,22,0.3263984
4400531,23,0.3263984
4400532,27,0.3263984
4400533,21,0.3263984
4400534,15,0.3263984
4400535,9,0.3263984
4400536,3,0.3263984
4400537,-3,0.3263984
4400538,-11,0.3263984
4400539,-11,0.3263984
4400540,-15,0.3263984
4400541,-9,0.3263984
4400542,4,0.3263984
4400543,8,0.3263984
4400544,13,0.3263984
4400545,19,0.3263984
4400546,24,0.3263984
4400547,18,0.3263984
4400548,13,0.3263984
4400549,11,0.3263984
4400550,2,0.3263984
4400551,-3,0.3263984
4400552,-11,0.3263984
4400553,-12,0.3263984
4400554,-7,0.3263984
4400555,-1,0.32639837
4400556,-5,0.32639837
4400557,-3,0.32639837
4400558,-1,0.32639837
4400559,-4,0.32639837
4400560,0,0.32639837
4400561,9,0.32639837
4400562,15,0.32639837
4400563,19,0.32639837
4400564,16,0.32639837
4400565,18,0.32639837
4400566,16,0.32639837
4400567,14,0.32639837
4400568,13,0.32639837
4400569,6,0.32639837
4400570,0,0.32639837
4400571,-3,0.32639837
4400572,-7,0.32639837
4400573,-1,0.32639837
4400574,1,0.32639837
4400575,0,0.32639837
4400576,1,0.32639837
4400577,2,0.32639837
4400578,4,0.32639837
4400579,6,0.32639837
4400580,4,0.32639837
4400581,5,0.32639837
4400582,13,0.32639834
4400583,18,0.32639834
4400584,23,0.32639834
4400585,14,0.32639834
4400586,12,0.32639834
4400587,9,0.32639834
4400588,9,0.32639834
4400589,3,0.32639834
4400590,-1,0.32639834
4400591,-7,0.32639834
4400592,-8,0.32639834
4400593,-5,0.32639834
4400594,0,0.32639834
4400595,3,0.32639834
4400596,7,0.32639834
4400597,7,0.32639834
4400598,4,0.32639834
4400599,5,0.32639834
4400600,6,0.32639834
4400601,5,0.32639834
4400602,3,0.32639834
4400603,2,0.32639834
4400604,0,0.32639834
4400605,-1,0.32639834
4400606,-6,0.32639834
4400607,-8,0.32639834
4400608,0,0.32639834
4400609,-3,0.3263983
4400610,3,0.3263983
4400611,11,0.3263983
4400612,18,0.3263983
4400613,18,0.3263983
4400614,18,0.3263983
4400615,20,0.3263983
4400616,16,0.3263983
4400617,12,0.3263983
4400618,3,0.3263983
4400619,-10,0.3263983
4400620,-14,0.3263983
4400621,-17,0.3263983
4400622,-14,0.3263983
4400623,-10,0.3263983
4400624,-6,0.3263983
4400625,2,0.3263983
4400626,8,0.3263983
4400627,18,0.3263983
4400628,27,0.3263983
4400629,27,0.3263983
4400630,24,0.3263983
4400631,19,0.3263983
4400632,14,0.3263983
4400633,7,0.3263983
4400634,1,0.3263983
4400635,-6,0.3263983
4400636,-14,0.32639828
4400637,-14,0.32639828
4400638,-14,0.32639828
4400639,-6,0.32639828
4400640,1,0.32639828
4400641,5,0.32639828
4400642,7,0.32639828
4400643,15,0.32639828
4400644,15,0.32639828
4400645,14,0.32639828
4400646,18,0.32639828
4400647,16,0.32639828
4400648,13,0.32639828
4400649,8,0.32639828
4400650,4,0.32639828
4400651,4,0.32639828
4400652,0,0.32639828
4400653,-6,0.32639828
4400654,-3,0.32639828
4400655,-7,0.32639828
4400656,-10,0.32639828
4400657,-3,0.32639828
4400658,4,0.32639828
4400659,8,0.32639828
4400660,12,0.32639828
4400661,13,0.32639828
4400662,13,0.32639828
4400663,11,0.32639825
4400664,10,0.32639825
4400665,11,0.32639825
4400666,10,0.32639825
4400667,6,0.32639825
4400668,3,0.32639825
4400669,4,0.32639825
4400670,7,0.32639825
4400671,9,0.32639825
4400672,13,0.32639825
4400673,7,0.32639825
4400674,3,0.32639825
4400675,-1,0.32639825
4400676,-7,0.32639825
4400677,-7,0.32639825
4400678,-7,0.32639825
4400679,-1,0.32639825
4400680,3,0.32639825
4400681,13,0.32639825
4400682,12,0.32639825
4400683,15,0.32639825
4400684,14,0.32639825
4400685,8,0.32639825
4400686,5,0.32639825
4400687,0,0.32639825
4400688,-11,0.32639825
4400689,-11,0.32639825
4400690,-13,0.32639825
4400691,-14,0.32639822
4400692,-5,0.32639822
4400693,-4,0.32639822
4400694,10,0.32639822
4400695,15,0.32639822
4400696,22,0.32639822
4400697,30,0.32639822
4400698,21,0.32639822
4400699,12,0.32639822
4400700,9,0.32639822
4400701,7,0.32639822
4400702,-6,0.32639822
4400703,-9,0.32639822
4400704,-12,0.32639822
4400705,-13,0.32639822
4400706,-7,0.32639822
4400707,-4,0.32639822
4400708,4,0.32639822
4400709,11,0.32639822
4400710,19,0.32639822
4400711,18,0.32639822
4400712,19,0.32639822
4400713,22,0.32639822
4400714,21,0.32639822
4400715,9,0.32639822
4400716,-4,0.32639822
4400717,-17,0.32639822
4400718,-20,0.3263982
4400719,-24,0.3263982
4400720,-22,0.3263982
4400721,-17,0.3263982
4400722,-6,0.3263982
4400723,9,0.3263982
4400724,22,0.3263982
4400725,34,0.3263982
4400726,39,0.3263982
4400727,41,0.3263982
4400728,37,0.3263982
4400729,27,0.3263982
4400730,16,0.3263982
4400731,5,0.3263982
4400732,-9,0.3263982
4400733,-20,0.3263982
4400734,-25,0.3263982
4400735,-24,0.3263982
4400736,-21,0.3263982
4400737,-9,0.3263982
4400738,-6,0.3263982
4400739,10,0.3263982
4400740,20,0.3263982
4400741,24,0.3263982
4400742,30,0.3263982
4400743,27,0.3263982
4400744,25,0.3263982
4400745,24,0.32639816
4400746,13,0.32639816
4400747,5,0.32639816
4400748,-8,0.32639816
4400749,-16,0.32639816
4400750,-19,0.32639816
4400751,-19,0.32639816
4400752,-14,0.32639816
4400753,-1,0.32639816
4400754,3,0.32639816
4400755,14,0.32639816
4400756,28,0.32639816
4400757,30,0.32639816
4400758,30,0.32639816
4400759,24,0.32639816
4400760,12,0.32639816
4400761,5,0.32639816
4400762,-4,0.32639816
4400763,-18,0.32639816
4400764,-19,0.32639816
4400765,-26,0.32639816
4400766,-24,0.32639816
4400767,-18,0.32639816
4400768,-12,0.32639816
4400769,5,0.32639816
4400770,15,0.32639816
4400771,26,0.32639816
4400772,33,0.32639813
4400773,39,0.32639813
4400774,34,0.32639813
4400775,26,0.32639813
4400776,18,0.32639813
4400777,7,0.32639813
4400778,-5,0.32639813
4400779,-14,0.32639813
4400780,-23,0.32639813
4400781,-22,0.32639813
4400782,-19,0.32639813
4400783,-9,0.32639813
4400784,2,0.32639813
4400785,9,0.32639813
4400786,17,0.32639813
4400787,26,0.32639813
4400788,29,0.32639813
4400789,26,0.32639813
4400790,21,0.32639813
4400791,13,0.32639813
4400792,9,0.32639813
4400793,-1,0.32639813
4400794,-8,0.32639813
4400795,-12,0.32639813
4400796,-16,0.32639813
4400797,-5,0.32639813
4400798,-7,0.32639813
4400799,-8,0.3263981
4400800,5,0.3263981
4400801,12,0.3263981
4400802,14,0.3263981
4400803,17,0.3263981
4400804,20,0.3263981
4400805,10,0.3263981
4400806,2,0.3263981
4400807,4,0.3263981
4400808,-1,0.3263981
4400809,-7,0.3263981
4400810,-10,0.3263981
4400811,-12,0.3263981
4400812,-5,0.3263981
4400813,-6,0.3263981
4400814,4,0.3263981
4400815,11,0.3263981
4400816,19,0.3263981
4400817,19,0.3263981
4400818,17,0.3263981
4400819,21,0.3263981
4400820,12,0.3263981
4400821,10,0.3263981
4400822,9,0.3263981
4400823,1,0.3263981
4400824,2,0.3263981
4400825,-3,0.3263981
4400826,-7,0.32639807
4400827,-12,0.32639807
4400828,-7,0.32639807
4400829,2,0.32639807
4400830,5,0.32639807
4400831,9,0.32639807
4400832,12,0.32639807
4400833,16,0.32639807
4400834,19,0.32639807
4400835,21,0.32639807
4400836,17,0.32639807
4400837,13,0.32639807
4400838,5,0.32639807
4400839,-3,0.32639807
4400840,-8,0.32639807
4400841,-7,0.32639807
4400842,-6,0.32639807
4400843,-7,0.32639807
4400844,2,0.32639807
4400845,1,0.32639807
4400846,3,0.32639807
4400847,8,0.32639807
4400848,12,0.32639807
4400849,17,0.32639807
4400850,14,0.32639807
4400851,15,0.32639807
4400852,9,0.32639807
4400853,9,0.32639804
4400854,4,0.32639804
4400855,5,0.32639804
4400856,-1,0.32639804
4400857,-3,0.32639804
4400858,-4,0.32639804
4400859,-4,0.32639804
4400860,2,0.32639804
4400861,0,0.32639804
4400862,3,0.32639804
4400863,2,0.32639804
4400864,6,0.32639804
4400865,6,0.32639804
4400866,7,0.32639804
4400867,6,0.32639804
4400868,4,0.32639804
4400869,6,0.32639804
4400870,7,0.32639804
4400871,6,0.32639804
4400872,3,0.32639804
4400873,-1,0.32639804
4400874,2,0.32639804
4400875,-3,0.32639804
4400876,-1,0.32639804
4400877,8,0.32639804
4400878,8,0.32639804
4400879,12,0.32639804
4400880,10,0.32639802
4400881,9,0.32639802
4400882,7,0.32639802
4400883,4,0.32639802
4400884,4,0.32639802
4400885,2,0.32639802
4400886,1,0.32639802
4400887,-1,0.32639802
4400888,6,0.32639802
4400889,4,0.32639802
4400890,3,0.32639802
4400891,11,0.32639802
4400892,7,0.32639802
4400893,5,0.32639802
4400894,7,0.32639802
4400895,5,0.32639802
4400896,-2,0.32639802
4400897,1,0.32639802
4400898,0,0.32639802
4400899,6,0.32639802
4400900,11,0.32639802
4400901,12,0.32639802
4400902,13,0.32639802
4400903,6,0.32639802
4400904,4,0.32639802
4400905,8,0.32639802
4400906,8,0.32639802
4400907,5,0.326398
4400908,4,0.326398
4400909,5,0.326398
4400910,3,0.326398
4400911,3,0.326398
4400912,0,0.326398
4400913,-2,0.326398
4400914,2,0.326398
4400915,0,0.326398
4400916,-1,0.326398
4400917,6,0.326398
4400918,11,0.326398
4400919,10,0.326398
4400920,9,0.326398
4400921,7,0.326398
4400922,9,0.326398
4400923,13,0.326398
4400924,11,0.326398
4400925,7,0.326398
4400926,7,0.326398
4400927,4,0.326398
4400928,-2,0.326398
4400929,-3,0.326398
4400930,0,0.326398
4400931,4,0.326398
4400932,4,0.326398
4400933,6,0.326398
4400934,8,0.32639796
4400935,9,0.32639796
4400936,13,0.32639796
4400937,15,0.32639796
4400938,16,0.32639796
4400939,16,0.32639796
4400940,14,0.32639796
4400941,10,0.32639796
4400942,7,0.32639796
4400943,4,0.32639796
4400944,4,0.32639796
4400945,-1,0.32639796
4400946,-4,0.32639796
4400947,-9,0.32639796
4400948,-5,0.32639796
4400949,-6,0.32639796
4400950,2,0.32639796
4400951,1,0.32639796
4400952,7,0.32639796
4400953,11,0.32639796
4400954,16,0.32639796
4400955,13,0.32639796
4400956,8,0.32639796
4400957,9,0.32639796
4400958,5,0.32639796
4400959,-2,0.32639796
4400960,-3,0.32639796
4400961,-1,0.32639796
4400962,-6,0.32639793
4400963,-4,0.32639793
4400964,-1,0.32639793
4400965,-2,0.32639793
4400966,-1,0.32639793
4400967,5,0.32639793
4400968,12,0.32639793
4400969,14,0.32639793
4400970,13,0.32639793
4400971,11,0.32639793
4400972,8,0.32639793
4400973,1,0.32639793
4400974,-2,0.32639793
4400975,-4,0.32639793
4400976,-7,0.32639793
4400977,-3,0.32639793
4400978,-7,0.32639793
4400979,0,0.32639793
4400980,6,0.32639793
4400981,8,0.32639793
4400982,19,0.32639793
4400983,18,0.32639793
4400984,20,0.32639793
4400985,20,0.32639793
4400986,22,0.32639793
4400987,17,0.32639793
4400988,10,0.32639793
4400989,9,0.3263979
4400990,-2,0.3263979
4400991,-3,0.3263979
4400992,-6,0.3263979
4400993,-9,0.3263979
4400994,-4,0.3263979
4400995,-6,0.3263979
4400996,0,0.3263979
4400997,-2,0.3263979
4400998,4,0.3263979
4400999,10,0.3263979
4401000,9,0.3263979
4401001,12,0.3263979
4401002,11,0.3263979
4401003,10,0.3263979
4401004,9,0.3263979
4401005,9,0.3263979
4401006,8,0.3263979
4401007,9,0.3263979
4401008,7,0.3263979
4401009,6,0.3263979
4401010,5,0.3263979
4401011,4,0.3263979
4401012,6,0.3263979
4401013,2,0.3263979
4401014,4,0.3263979
4401015,4,0.3263979
4401016,3,0.32639787
4401017,0,0.32639787
4401018,2,0.32639787
4401019,3,0.32639787
4401020,3,0.32639787
4401021,-3,0.32639787
4401022,-1,0.32639787
4401023,0,0.32639787
4401024,0,0.32639787
4401025,2,0.32639787
4401026,5,0.32639787
4401027,7,0.32639787
4401028,6,0.32639787
4401029,14,0.32639787
4401030,14,0.32639787
4401031,14,0.32639787
4401032,13,0.32639787
4401033,5,0.32639787
4401034,5,0.32639787
4401035,9,0.32639787
4401036,5,0.32639787
4401037,0,0.32639787
4401038,4,0.32639787
4401039,8,0.32639787
4401040,8,0.32639787
4401041,7,0.32639787
4401042,6,0.32639787
4401043,0,0.32639784
4401044,1,0.32639784
4401045,5,0.32639784
4401046,6,0.32639784
4401047,1,0.32639784
4401048,2,0.32639784
4401049,1,0.32639784
4401050,2,0.32639784
4401051,4,0.32639784
4401052,10,0.32639784
4401053,8,0.32639784
4401054,3,0.32639784
4401055,10,0.32639784
4401056,6,0.32639784
4401057,6,0.32639784
4401058,4,0.32639784
4401059,0,0.32639784
4401060,1,0.32639784
4401061,-4,0.32639784
4401062,-1,0.32639784
4401063,-7,0.32639784
4401064,-7,0.32639784
4401065,2,0.32639784
4401066,11,0.32639784
4401067,13,0.32639784
4401068,14,0.32639784
4401069,15,0.32639784
4401070,19,0.3263978
4401071,17,0.3263978
4401072,10,0.3263978
4401073,13,0.3263978
4401074,16,0.3263978
4401075,15,0.3263978
4401076,9,0.3263978
4401077,2,0.3263978
4401078,-4,0.3263978
4401079,-6,0.3263978
4401080,-9,0.3263978
4401081,-7,0.3263978
4401082,-4,0.3263978
4401083,1,0.3263978
4401084,4,0.3263978
4401085,8,0.3263978
4401086,12,0.3263978
4401087,15,0.3263978
4401088,16,0.3263978
4401089,14,0.3263978
4401090,9,0.3263978
4401091,12,0.3263978
4401092,4,0.3263978
4401093,2,0.3263978
4401094,7,0.3263978
4401095,4,0.3263978
4401096,2,0.3263978
4401097,2,0.32639778
4401098,5,0.32639778
4401099,8,0.32639778
4401100,15,0.32639778
4401101,14,0.32639778
4401102,13,0.32639778
4401103,16,0.32639778
4401104,8,0.32639778
4401105,7,0.32639778
4401106,-2,0.32639778
4401107,-1,0.32639778
4401108,-1,0.32639778
4401109,-2,0.32639778
4401110,1,0.32639778
4401111,-3,0.32639778
4401112,-1,0.32639778
4401113,-1,0.32639778
4401114,-1,0.32639778
4401115,1,0.32639778
4401116,4,0.32639778
4401117,4,0.32639778
4401118,9,0.32639778
4401119,12,0.32639778
4401120,14,0.32639778
4401121,16,0.32639778
4401122,12,0.32639778
4401123,7,0.32639778
4401124,5,0.32639775
4401125,3,0.32639775
4401126,3,0.32639775
4401127,2,0.32639775
4401128,0,0.32639775
4401129,5,0.32639775
4401130,5,0.32639775
4401131,6,0.32639775
4401132,2,0.32639775
4401133,2,0.32639775
4401134,2,0.32639775
4401135,1,0.32639775
4401136,5,0.32639775
4401137,7,0.32639775
4401138,8,0.32639775
4401139,6,0.32639775
4401140,12,0.32639775
4401141,8,0.32639775
4401142,4,0.32639775
4401143,1,0.32639775
4401144,-2,0.32639775
