,time_to_failure
692,0.8454568982124329
693,0.8448060750961304
694,0.8441546559333801
695,0.843562126159668
696,0.8429098129272461
697,0.8422569632530212
698,0.8416630625724792
699,0.841009259223938
700,0.8404144644737244
701,0.8397597074508667
702,0.8391044735908508
703,0.8385083079338074
704,0.8378520607948303
705,0.8371952772140503
706,0.8365978002548218
707,0.8359400033950806
708,0.8352817893028259
709,0.8346828818321228
710,0.8334265947341919
711,0.8327663540840149
712,0.8321055769920349
713,0.8315044641494751
714,0.8308426737785339
715,0.8301803469657898
716,0.8295777440071106
717,0.82891446352005
718,0.8282506465911865
719,0.8276466727256775
720,0.826981782913208
721,0.8263163566589355
722,0.8257110118865967
723,0.825044572353363
724,0.824438214302063
725,0.8237708210945129
726,0.8231027722358704
727,0.8224950432777405
728,0.8218259811401367
729,0.8211564421653748
730,0.8205472230911255
731,0.8198766112327576
732,0.8192054629325867
733,0.8185948133468628
734,0.8179225921630859
735,0.8173109889030457
736,0.8166376948356628
737,0.815963864326477
738,0.8153507709503174
739,0.8146759271621704
740,0.8140004277229309
741,0.8133859038352966
742,0.8127093315124512
743,0.8120322227478027
744,0.8114162087440491
745,0.8107380270957947
746,0.8100593090057373
747,0.8094417452812195
748,0.8087618947029114
749,0.8081433773040771
750,0.8074624538421631
751,0.806780993938446
752,0.8054811358451843
753,0.8047980070114136
754,0.804176390171051
755,0.8034921288490295
756,0.8028072714805603
757,0.8021841049194336
758,0.8014981150627136
759,0.8008739948272705
760,0.8001868724822998
761,0.7994992136955261
762,0.7988734841346741
763,0.7981846332550049
764,0.7974951863288879
765,0.7968679070472717
766,0.796177327632904
767,0.7954862117767334
768,0.7948573231697083
769,0.7941650152206421
770,0.7934721112251282
771,0.7928416132926941
772,0.7921475172042847
773,0.7915160059928894
774,0.790820837020874
775,0.7901249527931213
776,0.7894918322563171
777,0.788794755935669
778,0.7880971431732178
779,0.7874623537063599
780,0.7867635488510132
781,0.786064088344574
782,0.7854276895523071
783,0.7847270369529724
784,0.7840895652770996
785,0.7833877205848694
786,0.7826852798461914
787,0.7820461392402649
788,0.7813424468040466
789,0.7806381583213806
790,0.7799972891807556
791,0.7792918086051941
792,0.77858567237854
793,0.7779430747032166
794,0.7765950560569763
795,0.7758864164352417
796,0.7751771807670593
797,0.7745318412780762
798,0.7738213539123535
799,0.7731101512908936
800,0.7724630832672119
801,0.7717506885528564
802,0.7710376381874084
803,0.7703888416290283
804,0.7696744799613953
805,0.7689594626426697
806,0.7683089375495911
807,0.7675926685333252
808,0.7669408917427063
809,0.7662234306335449
810,0.7655051946640015
811,0.7648516893386841
812,0.7641321420669556
813,0.7634119391441345
814,0.7627566456794739
815,0.7620351910591125
816,0.7613130211830139
817,0.76065593957901
818,0.7599324584007263
819,0.7592741250991821
820,0.7585493326187134
821,0.7578238248825073
822,0.7571637034416199
823,0.7564368844032288
824,0.7557093501091003
825,0.7550473809242249
826,0.7543185353279114
827,0.7535889744758606
828,0.7529250979423523
829,0.7521942257881165
830,0.7514625787734985
831,0.7507968544960022
832,0.7500638365745544
833,0.7493968605995178
834,0.748662531375885
835,0.747261643409729
836,0.7465251684188843
837,0.745788037776947
838,0.7451171875
839,0.7443786263465881
840,0.7436392903327942
841,0.7429665923118591
842,0.7422258257865906
843,0.7415518164634705
844,0.7408096790313721
845,0.7400668263435364
846,0.7393908500671387
847,0.7386465072631836
848,0.7379014492034912
849,0.7372235059738159
850,0.7364769577980042
851,0.7357297539710999
852,0.7350497841835022
853,0.7343010306358337
854,0.733551561832428
855,0.732869565486908
856,0.7321186065673828
857,0.7314352989196777
858,0.730682909488678
859,0.7299297451972961
860,0.7292443513870239
861,0.7284896373748779
862,0.7277342081069946
863,0.7270467281341553
864,0.7262898087501526
865,0.725532054901123
866,0.7248424887657166
867,0.7240832448005676
868,0.7233923077583313
869,0.7226315140724182
870,0.721869945526123
871,0.7211769223213196
872,0.7204137444496155
873,0.7196498513221741
874,0.7189546227455139
875,0.7181891202926636
876,0.7174229025840759
877,0.7159608602523804
878,0.7151921391487122
879,0.7144926190376282
880,0.7137224078178406
881,0.7130213975906372
882,0.7122495770454407
883,0.7114768624305725
884,0.7107736468315125
885,0.7099993228912354
886,0.7092242240905762
887,0.7085188031196594
888,0.7077420353889465
889,0.706964373588562
890,0.7062566876411438
891,0.7054774761199951
892,0.7047683000564575
893,0.7039873600006104
894,0.7032055854797363
895,0.7024941444396973
896,0.7017107009887695
897,0.7009264230728149
898,0.7002125978469849
899,0.6994265913963318
900,0.6986397504806519
901,0.6979236006736755
902,0.6971350312232971
903,0.6963455677032471
904,0.6956270933151245
905,0.694835901260376
906,0.6941158771514893
907,0.6933229565620422
908,0.6925291419029236
909,0.6918066740036011
910,0.6910111308097839
911,0.6902146935462952
912,0.6894897818565369
913,0.6886915564537048
914,0.6878924369812012
915,0.6871650815010071
916,0.6863641738891602
917,0.6856352090835571
918,0.6848325133323669
919,0.6833007335662842
920,0.6824952960014343
921,0.6816888451576233
922,0.6809549331665039
923,0.6801466941833496
924,0.6793374419212341
925,0.6786009669303894
926,0.6777899265289307
927,0.6769778728485107
928,0.6762388348579407
929,0.6754249334335327
930,0.6746841669082642
931,0.6738684177398682
932,0.673051655292511
933,0.6723082661628723
934,0.6714896559715271
935,0.6706699728965759
936,0.6699239611625671
937,0.6691023707389832
938,0.668279767036438
939,0.6675310730934143
940,0.6667065620422363
941,0.6659561395645142
942,0.6651296615600586
943,0.6643021702766418
944,0.66354900598526
945,0.6627194881439209
946,0.6618889570236206
947,0.6611330509185791
948,0.6603005528450012
949,0.6594669818878174
950,0.6587082743644714
951,0.6578726768493652
952,0.6570360660552979
953,0.6562745571136475
954,0.6554358601570129
955,0.6546725034713745
956,0.6538317203521729
957,0.65298992395401
958,0.6522237062454224
959,0.6513797640800476
960,0.6505348086357117
961,0.6489220857620239
962,0.6480739116668701
963,0.6473018527030945
964,0.6464515328407288
965,0.6456775069236755
966,0.6448251008987427
967,0.6439714431762695
968,0.6431944966316223
969,0.642338752746582
970,0.6414818167686462
971,0.6407018303871155
972,0.6398427486419678
973,0.6389824748039246
974,0.6381994485855103
975,0.6373369693756104
976,0.6364732980728149
977,0.6356871724128723
978,0.6348212957382202
979,0.6340330839157104
980,0.6331649422645569
981,0.6322956085205078
982,0.631504237651825
983,0.6306326389312744
984,0.6297598481178284
985,0.6289652585983276
986,0.6280901432037354
987,0.6272137761116028
988,0.6264159679412842
989,0.6255372762680054
990,0.6247373819351196
991,0.6238563060760498
992,0.6229739785194397
993,0.6221707463264465
994,0.6212860345840454
995,0.620400071144104
996,0.6195935010910034
997,0.6187050938606262
998,0.6178154349327087
999,0.6170055270195007
1000,0.6161133646965027
1001,0.6152199506759644
1002,0.6144066452980042
1003,0.6126988530158997
1004,0.6118004322052002
1005,0.6109007000923157
1006,0.6100816130638123
1007,0.6091793179512024
1008,0.6082757115364075
1009,0.6074531078338623
1010,0.6065468788146973
1011,0.6056393384933472
1012,0.6048130989074707
1013,0.6039029955863953
1014,0.6030743718147278
1015,0.6021615862846375
1016,0.6012474298477173
1017,0.6004151701927185
1018,0.5994983315467834
1019,0.5985801219940186
1020,0.5977441072463989
1021,0.5968232154846191
1022,0.59590083360672
1023,0.5950611233711243
1024,0.5941360592842102
1025,0.5932095050811768
1026,0.5923659205436707
1027,0.5914366245269775
1028,0.5905905365943909
1029,0.5896584391593933
1030,0.5887249112129211
1031,0.5878748893737793
1032,0.5869384407997131
1033,0.5860005617141724
1034,0.5851466059684753
1035,0.5842058062553406
1036,0.5832635164260864
1037,0.5824055671691895
1038,0.5814603567123413
1039,0.5805996656417847
1040,0.5796515345573425
1041,0.5787017941474915
1042,0.5778370499610901
1043,0.576884388923645
1044,0.5750651955604553
1045,0.5741078853607178
1046,0.5731489658355713
1047,0.5722758769989014
1048,0.5713138580322266
1049,0.5703502893447876
1050,0.5694728493690491
1051,0.568506121635437
1052,0.567625880241394
1053,0.5666559934616089
1054,0.56568443775177
1055,0.5647997856140137
1056,0.5638250708580017
1057,0.5628486275672913
1058,0.5619595050811768
1059,0.5609798431396484
1060,0.5599984526634216
1061,0.5591047406196594
1062,0.55812007188797
1063,0.5572234392166138
1064,0.5562353730201721
1065,0.5552456378936768
1066,0.5543442964553833
1067,0.5533511638641357
1068,0.5523561835289001
1069,0.5514501333236694
1070,0.5504518151283264
1071,0.5494515895843506
1072,0.5485407114028931
1073,0.547537088394165
1074,0.5465315580368042
1075,0.5456157922744751
1076,0.5446067452430725
1077,0.5436878204345703
1078,0.5426751375198364
1079,0.5416606068611145
1080,0.5407366156578064
1081,0.5397184491157532
1082,0.5386983156204224
1083,0.5377692580223083
1084,0.5367454290390015
1085,0.5357196927070618
1086,0.5337601900100708
1087,0.5328225493431091
1088,0.5317891836166382
1089,0.5307538509368896
1090,0.5298108458518982
1091,0.5287715792655945
1092,0.5277303457260132
1093,0.5267819166183472
1094,0.5257366895675659
1095,0.5246894359588623
1096,0.523735523223877
1097,0.5226841568946838
1098,0.5216307640075684
1099,0.5206712484359741
1100,0.5196137428283691
1101,0.518650472164154
1102,0.5175888538360596
1103,0.5165250301361084
1104,0.5155560374259949
1105,0.5144879817962646
1106,0.5134177207946777
1107,0.5124428272247314
1108,0.5113683342933655
1109,0.510291576385498
1110,0.5093106627464294
1111,0.5082295536994934
1112,0.5072446465492249
1113,0.5061591267585754
1114,0.505071222782135
1115,0.5040801763534546
1116,0.502987802028656
1117,0.5018930435180664
1118,0.5008957386016846
1119,0.4997963607311249
1120,0.4986945688724518
1121,0.4976908564567566
1122,0.496584415435791
1123,0.49547550082206726
1124,0.4944652318954468
1125,0.493351548910141
1126,0.4923369288444519
1127,0.4912184178829193
1128,0.4890806972980499
1129,0.4879547357559204
1130,0.48682618141174316
1131,0.4857979118824005
1132,0.48466432094573975
1133,0.4835280478000641
1134,0.4824927747249603
1135,0.48135140538215637
1136,0.48031142354011536
1137,0.47916483879089355
1138,0.4780155420303345
1139,0.47696828842163086
1140,0.4758136570453644
1141,0.47465622425079346
1142,0.4736015498638153
1143,0.4724386930465698
1144,0.47127294540405273
1145,0.4702107012271881
1146,0.4690394401550293
1147,0.4678652286529541
1148,0.4667952060699463
1149,0.4656153619289398
1150,0.46454015374183655
1151,0.46335455775260925
1152,0.4621659219264984
1153,0.46108266711235046
1154,0.45988816022872925
1155,0.4586905539035797
1156,0.45759907364845276
1157,0.4563954472541809
1158,0.4551886320114136
1159,0.4540887475013733
1160,0.4528757929801941
1161,0.45177027583122253
1162,0.4505510628223419
1163,0.44932857155799866
1164,0.4482142925262451
1165,0.4469853937625885
1166,0.4457531273365021
1167,0.44462987780570984
1168,0.4433910548686981
1169,0.44214874505996704
1170,0.4397725760936737
1171,0.43852001428604126
1172,0.4373781979084015
1173,0.4361187815666199
1174,0.4349706768989563
1175,0.4337042272090912
1176,0.4324341118335724
1177,0.43127620220184326
1178,0.42999890446662903
1179,0.42871779203414917
1180,0.427549809217453
1181,0.4262613356113434
1182,0.424968957901001
1183,0.4237906336784363
1184,0.4224907159805298
1185,0.42130547761917114
1186,0.41999784111976624
1187,0.4186861217021942
1188,0.4174900949001312
1189,0.41617047786712646
1190,0.41484665870666504
1191,0.41363948583602905
1192,0.41230759024620056
1193,0.41097134351730347
1194,0.409752756357193
1195,0.40840813517570496
1196,0.40705907344818115
1197,0.4058287739753723
1198,0.40447112917900085
1199,0.4032329022884369
1200,0.40186649560928345
1201,0.40049538016319275
1202,0.39924484491348267
1203,0.3978647291660309
1204,0.3964798152446747
1205,0.39521655440330505
1206,0.3938223123550415
1207,0.3924231231212616
1208,0.39114677906036377
1209,0.389737993478775
1210,0.38845282793045044
1211,0.38703420758247375
1212,0.38431742787361145
1213,0.3828835189342499
1214,0.38144418597221375
1215,0.38013097643852234
1216,0.3786811828613281
1217,0.3772258460521698
1218,0.37589791417121887
1219,0.3744317293167114
1220,0.37295979261398315
1221,0.3716166317462921
1222,0.37013348937034607
1223,0.3687800168991089
1224,0.36728543043136597
1225,0.36578473448753357
1226,0.36441510915756226
1227,0.36290255188941956
1228,0.36138367652893066
1229,0.35999730229377747
1230,0.35846608877182007
1231,0.3569283187389374
1232,0.35552456974983215
1233,0.35397404432296753
1234,0.35255852341651917
1235,0.35099488496780396
1236,0.34942424297332764
1237,0.3479902148246765
1238,0.346405953168869
1239,0.3448144197463989
1240,0.34336113929748535
1241,0.3417554199695587
1242,0.3401421010494232
1243,0.3386687636375427
1244,0.3370407223701477
1245,0.33540472388267517
1246,0.3339104950428009
1247,0.33225908875465393
1248,0.3307506740093231
1249,0.3290834128856659
1250,0.32740768790245056
1251,0.32587680220603943
1252,0.32418447732925415
1253,0.32093608379364014
1254,0.31921759247779846
1255,0.31748977303504944
1256,0.31591081619262695
1257,0.31416481733322144
1258,0.3125690817832947
1259,0.3108043074607849
1260,0.3090294897556305
1261,0.30740708112716675
1262,0.3056125044822693
1263,0.3038073182106018
1264,0.30215689539909363
