,time_to_failure
105120,2.331758975982666
105121,2.3315443992614746
105122,2.331308603286743
105123,2.3310725688934326
105124,2.330857992172241
105125,2.3306219577789307
105126,2.33038592338562
105127,2.3301713466644287
105128,2.329935312271118
105129,2.3296992778778076
105130,2.329484462738037
105131,2.3292484283447266
105132,2.329033613204956
105133,2.3287975788116455
105134,2.328561305999756
105135,2.3283464908599854
105136,2.328110456466675
105137,2.327874183654785
105138,2.3276591300964355
105139,2.327422857284546
105140,2.3271865844726562
105141,2.3269717693328857
105142,2.326735258102417
105143,2.3265204429626465
105144,2.3262839317321777
105145,2.326047420501709
105146,2.3258326053619385
105147,2.3255960941314697
105148,2.325359582901001
105149,2.3251442909240723
105150,2.3249077796936035
105151,2.3246712684631348
105152,2.324456214904785
105153,2.3242194652557373
105154,2.3239827156066895
105155,2.32376766204834
105156,2.323530912399292
105157,2.323079824447632
105158,2.322843074798584
105159,2.3226277828216553
105160,2.3223910331726074
105161,2.3221540451049805
105162,2.3219387531280518
105163,2.321701765060425
105164,2.321464776992798
105165,2.321249485015869
105166,2.321012496948242
105167,2.3207969665527344
105168,2.3205599784851074
105169,2.3203229904174805
105170,2.3201074600219727
105171,2.3198702335357666
105172,2.3196332454681396
105173,2.319417715072632
105174,2.319180488586426
105175,2.3189432621002197
105176,2.318727731704712
105177,2.318490505218506
105178,2.3182530403137207
105179,2.318037509918213
105180,2.317800283432007
105181,2.317584276199341
105182,2.3173470497131348
105183,2.3171095848083496
105184,2.3168938159942627
105185,2.3166563510894775
105186,2.3164191246032715
105187,2.3162031173706055
105188,2.3159656524658203
105189,2.315728187561035
105190,2.315512180328369
105191,2.315274715423584
105192,2.315058469772339
105193,2.3148210048675537
105194,2.3145833015441895
105195,2.3143672943115234
105196,2.314129590988159
105197,2.313891887664795
105198,2.313675880432129
105199,2.3132011890411377
105200,2.3129849433898926
105201,2.3127472400665283
105202,2.312509298324585
105203,2.312293291091919
105204,2.3120551109313965
105205,2.3118388652801514
105206,2.311600923538208
105207,2.3113629817962646
105208,2.3111467361450195
105209,2.310908555984497
105210,2.3106706142425537
105211,2.3104541301727295
105212,2.310216188430786
105213,2.3099780082702637
105214,2.3097615242004395
105215,2.309523344039917
105216,2.3093068599700928
105217,2.3090686798095703
105218,2.308830499649048
105219,2.3086137771606445
105220,2.308375597000122
105221,2.3081371784210205
105222,2.3079206943511963
105223,2.3076822757720947
105224,2.307443857192993
105225,2.30722713470459
105226,2.3069887161254883
105227,2.3067502975463867
105228,2.3065335750579834
105229,2.306295156478882
105230,2.3060781955718994
105231,2.3058395385742188
105232,2.305601119995117
105233,2.3053841590881348
105234,2.305145740509033
105235,2.3049068450927734
105236,2.304689884185791
105237,2.3044512271881104
105238,2.3042125701904297
105239,2.3039956092834473
105240,2.3037567138671875
105241,2.303302049636841
105242,2.303063154220581
105243,2.3028459548950195
105244,2.3026070594787598
105245,2.3023681640625
105246,2.3021509647369385
105247,2.3019120693206787
105248,2.301673173904419
105249,2.3014557361602783
105250,2.3012168407440186
105251,2.3009777069091797
105252,2.300760507583618
105253,2.3005213737487793
105254,2.3003039360046387
105255,2.3000648021698
105256,2.299825668334961
105257,2.2996082305908203
105258,2.2993690967559814
105259,2.2991297245025635
105260,2.298912286758423
105261,2.298673152923584
105262,2.298433780670166
105263,2.2982161045074463
105264,2.2979767322540283
105265,2.2977592945098877
105266,2.2975199222564697
105267,2.2972803115844727
105268,2.297062635421753
105269,2.296823263168335
105270,2.296583652496338
105271,2.296365976333618
105272,2.296126365661621
105273,2.295886993408203
105274,2.2956690788269043
105275,2.2954294681549072
105276,2.29518985748291
105277,2.2949719429016113
105278,2.294732093811035
105279,2.2945141792297363
105280,2.2942745685577393
105281,2.294034719467163
105282,2.2938168048858643
105283,2.2933380603790283
105284,2.2931201457977295
105285,2.2928802967071533
105286,2.292640209197998
105287,2.292422294616699
105288,2.292182207107544
105289,2.291964054107666
105290,2.29172420501709
105291,2.2914838790893555
105292,2.2912657260894775
105293,2.2910256385803223
105294,2.290785551071167
105295,2.29056715965271
105296,2.2903270721435547
105297,2.2900869846343994
105298,2.2898685932159424
105299,2.289628505706787
105300,2.2893881797790527
105301,2.2891697883605957
105302,2.2889294624328613
105303,2.288710832595825
105304,2.288470506668091
105305,2.2882301807403564
105306,2.2880115509033203
105307,2.287771224975586
105308,2.2875308990478516
105309,2.2873122692108154
105310,2.287071704864502
105311,2.2868311405181885
105312,2.2866125106811523
105313,2.286371946334839
105314,2.2861533164978027
105315,2.2859127521514893
105316,2.2856719493865967
105317,2.2854530811309814
105318,2.285212516784668
105319,2.2849717140197754
105320,2.2847530841827393
105321,2.2845122814178467
105322,2.284271240234375
105323,2.2840523719787598
105324,2.283571720123291
105325,2.283352851867676
105326,2.283111810684204
105327,2.282892942428589
105328,2.282651901245117
105329,2.2824108600616455
105330,2.282191753387451
105331,2.2819507122039795
105332,2.281709671020508
105333,2.2814905643463135
105334,2.2812492847442627
105335,2.281008243560791
105336,2.2807891368865967
105337,2.280547857284546
105338,2.2803287506103516
105339,2.2800872325897217
105340,2.27984619140625
105341,2.2796268463134766
105342,2.279385566711426
105343,2.279144048690796
105344,2.2789247035980225
105345,2.2786831855773926
105346,2.278441905975342
105347,2.2782225608825684
105348,2.2779810428619385
105349,2.2777395248413086
105350,2.277519941329956
105351,2.277278423309326
105352,2.2770588397979736
105353,2.2768173217773438
105354,2.276575803756714
105355,2.2763559818267822
105356,2.2761142253875732
105357,2.2758727073669434
105358,2.2756528854370117
105359,2.275411367416382
105360,2.2751693725585938
105361,2.274949550628662
105362,2.274707794189453
105363,2.2744879722595215
105364,2.2742462158203125
105365,2.2740042209625244
105366,2.2735435962677
105367,2.273301601409912
105368,2.2730815410614014
105369,2.2728395462036133
105370,2.272597551345825
105371,2.2723774909973145
105372,2.2721352577209473
105373,2.271893262863159
105374,2.2716732025146484
105375,2.2714309692382812
105376,2.2712109088897705
105377,2.2709686756134033
105378,2.270726442337036
105379,2.2705061435699463
105380,2.270263910293579
105381,2.270021677017212
105382,2.269801378250122
105383,2.269558906555176
105384,2.2693166732788086
105385,2.2690963745117188
105386,2.2688539028167725
105387,2.2686333656311035
105388,2.2683908939361572
105389,2.268148422241211
105390,2.267928123474121
105391,2.2676854133605957
105392,2.2674429416656494
105393,2.2672224044799805
105394,2.266979694366455
105395,2.2667369842529297
105396,2.2665164470672607
105397,2.2662737369537354
105398,2.26603102684021
105399,2.265810251235962
105400,2.2655675411224365
105401,2.2653467655181885
105402,2.265104055404663
105403,2.2648611068725586
105404,2.2646403312683105
105405,2.264397382736206
105406,2.2641544342041016
105407,2.2639336585998535
105408,2.263448715209961
105409,2.263227701187134
105410,2.2629847526550293
105411,2.262763738632202
105412,2.2625205516815186
105413,2.262277603149414
105414,2.262056589126587
105415,2.2618134021759033
105416,2.2615699768066406
105417,2.2613489627838135
105418,2.26110577583313
105419,2.260862350463867
105420,2.260641098022461
105421,2.2603979110717773
105422,2.2601544857025146
105423,2.2599332332611084
105424,2.2596898078918457
105425,2.2594685554504395
105426,2.2592251300811768
105427,2.258981466293335
105428,2.2587602138519287
105429,2.258516788482666
105430,2.258273124694824
105431,2.258051633834839
105432,2.257807970046997
105433,2.2575645446777344
105434,2.257343053817749
105435,2.2570993900299072
105436,2.2568776607513428
105437,2.256633996963501
105438,2.25639009475708
105439,2.2561686038970947
105440,2.255924701690674
105441,2.255681037902832
105442,2.2554593086242676
105443,2.2552154064178467
105444,2.254971504211426
105445,2.2547497749328613
105446,2.2545056343078613
105447,2.2542617321014404
105448,2.254039764404297
105449,2.253795862197876
105450,2.253330945968628
105451,2.253086805343628
105452,2.2528648376464844
105453,2.2526206970214844
105454,2.2523763179779053
105455,2.2521543502807617
105456,2.2519102096557617
105457,2.2516658306121826
105458,2.251443862915039
105459,2.25119948387146
105460,2.2509772777557373
105461,2.250732898712158
105462,2.250488519668579
105463,2.2502663135528564
105464,2.2500219345092773
105465,2.249777317047119
105466,2.2495551109313965
105467,2.2493104934692383
105468,2.249066114425659
105469,2.2488436698913574
105470,2.248599052429199
105471,2.248354434967041
105472,2.2481319904327393
105473,2.247887372970581
105474,2.2476649284362793
105475,2.247420072555542
105476,2.247175455093384
105477,2.246952772140503
105478,2.2467081546783447
105479,2.2464632987976074
105480,2.2462406158447266
105481,2.2459957599639893
105482,2.245750665664673
105483,2.245528221130371
105484,2.2452831268310547
105485,2.245060443878174
105486,2.2448153495788574
105487,2.244570255279541
105488,2.24434757232666
105489,2.2441024780273438
105490,2.2438571453094482
105491,2.2436344623565674
105492,2.243145227432251
105493,2.242922067642212
105494,2.2426769733428955
105495,2.242431640625
105496,2.24220871925354
105497,2.2419631481170654
105498,2.2417402267456055
105499,2.24149489402771
105500,2.2412495613098145
105501,2.2410264015197754
105502,2.240780830383301
105503,2.240535259246826
105504,2.240312099456787
105505,2.2400665283203125
105506,2.239821195602417
105507,2.239597797393799
105508,2.239352226257324
105509,2.239128828048706
105510,2.2388832569122314
105511,2.2386374473571777
105512,2.2384140491485596
105513,2.238168239593506
105514,2.2379226684570312
105515,2.237699270248413
105516,2.2374532222747803
105517,2.2372074127197266
105518,2.2369840145111084
105519,2.2367379665374756
105520,2.236492156982422
105521,2.2362685203552246
105522,2.236022472381592
105523,2.2357988357543945
105524,2.2355527877807617
105525,2.235306739807129
105526,2.2350831031799316
105527,2.234837055206299
105528,2.234590768814087
105529,2.2343668937683105
105530,2.2341208457946777
105531,2.233874559402466
105532,2.2336506843566895
105533,2.2331817150115967
105534,2.2329351902008057
105535,2.2326889038085938
105536,2.2324650287628174
105537,2.2322185039520264
105538,2.2319722175598145
105539,2.231748104095459
105540,2.231501579284668
105541,2.231255054473877
105542,2.2310309410095215
105543,2.2307844161987305
105544,2.2305378913879395
105545,2.230313539505005
105546,2.230067014694214
105547,2.2298426628112793
105548,2.2295961380004883
105549,2.229349374771118
105550,2.2291250228881836
105551,2.2288782596588135
105552,2.2286314964294434
105553,2.228407144546509
105554,2.2281601428985596
105555,2.2279133796691895
105556,2.227688789367676
105557,2.2274417877197266
105558,2.227217435836792
105559,2.2269704341888428
105560,2.2267234325408936
105561,2.22649884223938
105562,2.2262518405914307
105563,2.2260046005249023
105564,2.2257800102233887
105565,2.2255330085754395
105566,2.225285768508911
105567,2.2250609397888184
105568,2.22481369972229
105569,2.2245891094207764
105570,2.224341630935669
105571,2.2240943908691406
105572,2.223869562149048
105573,2.2236220836639404
105574,2.223374843597412
105575,2.2229034900665283
105576,2.222656011581421
105577,2.222431182861328
105578,2.2221834659576416
105579,2.221935987472534
105580,2.2217109203338623
105581,2.221463441848755
105582,2.221238374710083
105583,2.2209906578063965
105584,2.22074294090271
105585,2.220517635345459
105586,2.2202699184417725
105587,2.220022201538086
105588,2.219796895980835
105589,2.2195491790771484
105590,2.219301223754883
105591,2.219075918197632
105592,2.2188282012939453
105593,2.2186026573181152
105594,2.2183547019958496
105595,2.218106746673584
105596,2.217881441116333
105597,2.2176332473754883
105598,2.2173852920532227
105599,2.2171597480773926
105600,2.216911554336548
105601,2.2166635990142822
105602,2.216438055038452
105603,2.2161898612976074
105604,2.2159416675567627
105605,2.2157158851623535
105606,2.215467691421509
105607,2.2152419090270996
105608,2.214993476867676
105609,2.214745283126831
105610,2.214519500732422
105611,2.214271068572998
105612,2.214022636413574
105613,2.213796854019165
105614,2.213548183441162
105615,2.2132997512817383
105616,2.21307373046875
105617,2.2126002311706543
105618,2.2123515605926514
105619,2.2121028900146484
105620,2.21187686920166
105621,2.2116281986236572
105622,2.2113795280456543
105623,2.211153268814087
105624,2.210904598236084
105625,2.210655927658081
105626,2.2104296684265137
105627,2.2101807594299316
105628,2.2099318504333496
105629,2.2097055912017822
105630,2.2094566822052
105631,2.2092301845550537
105632,2.2089812755584717
105633,2.2087321281433105
105634,2.208505868911743
105635,2.208256721496582
105636,2.2080078125
105637,2.2077810764312744
105638,2.2075319290161133
105639,2.207282781600952
105640,2.2070562839508057
105641,2.2068071365356445
105642,2.206580400466919
105643,2.2063310146331787
105644,2.2060818672180176
105645,2.205855131149292
105646,2.2056057453155518
105647,2.2053563594818115
105648,2.205129623413086
105649,2.2048802375793457
105650,2.2046306133270264
105651,2.204403877258301
105652,2.2041542530059814
105653,2.203904628753662
105654,2.2036778926849365
105655,2.203428268432617
105656,2.2032012939453125
105657,2.202951669692993
105658,2.2027018070220947
105659,2.202226161956787
105660,2.2019762992858887
105661,2.201749324798584
105662,2.2014994621276855
105663,2.201249599456787
105664,2.2010223865509033
105665,2.200772285461426
105666,2.200545072555542
105667,2.2002952098846436
105668,2.200045108795166
105669,2.1998178958892822
105670,2.1995677947998047
105671,2.199317693710327
105672,2.1990904808044434
105673,2.1988401412963867
105674,2.198590040206909
105675,2.1983625888824463
105676,2.1981122493743896
105677,2.197862148284912
105678,2.197634696960449
105679,2.1973843574523926
105680,2.1971566677093506
105681,2.196906328201294
105682,2.1966559886932373
105683,2.1964282989501953
105684,2.1961779594421387
105685,2.195927381515503
105686,2.195699691772461
105687,2.195449113845825
105688,2.1951985359191895
105689,2.1949708461761475
105690,2.1947202682495117
105691,2.1944923400878906
105692,2.194241523742676
105693,2.19399094581604
105694,2.193763017654419
105695,2.193512201309204
105696,2.1932613849639893
105697,2.193033456802368
105698,2.1927826404571533
105699,2.1925318241119385
105700,2.1923036575317383
105701,2.191802978515625
105702,2.191574811935425
105703,2.191323757171631
105704,2.1910955905914307
105705,2.1908445358276367
105706,2.1905934810638428
105707,2.1903650760650635
105708,2.1901140213012695
105709,2.1898627281188965
105710,2.189634323120117
105711,2.1893832683563232
105712,2.18913197517395
105713,2.188903570175171
105714,2.188652276992798
105715,2.1884236335754395
105716,2.1881723403930664
105717,2.1879210472106934
105718,2.187692403793335
105719,2.187440872192383
105720,2.1871895790100098
105721,2.1869609355926514
105722,2.186709403991699
105723,2.186457872390747
105724,2.1862289905548096
105725,2.1859774589538574
105726,2.185725688934326
105727,2.1854970455169678
105728,2.1852452754974365
105729,2.185016393661499
105730,2.1847646236419678
105731,2.1845128536224365
105732,2.184283971786499
105733,2.1840322017669678
105734,2.1837804317474365
105735,2.18355131149292
105736,2.1832993030548096
105737,2.1830475330352783
105738,2.1828184127807617
105739,2.1825661659240723
105740,2.1823372840881348
105741,2.1820850372314453
105742,2.1816048622131348
105743,2.1813528537750244
105744,2.181100606918335
105745,2.1808712482452393
105746,2.180619239807129
105747,2.1803667545318604
105748,2.1801373958587646
105749,2.179885149002075
105750,2.1796329021453857
105751,2.179403305053711
105752,2.1791508197784424
105753,2.1789214611053467
105754,2.178668975830078
105755,2.1784164905548096
105756,2.1781868934631348
105757,2.177934408187866
105758,2.1776819229125977
105759,2.177452325820923
105760,2.177199602127075
105761,2.1769468784332275
105762,2.1767172813415527
105763,2.176464557647705
105764,2.176234722137451
105765,2.1759819984436035
105766,2.175729274749756
105767,2.175499200820923
105768,2.175246477127075
105769,2.1749935150146484
105770,2.1747636795043945
105771,2.1745107173919678
105772,2.174257755279541
105773,2.174027681350708
105774,2.1737747192382812
105775,2.1735217571258545
105776,2.1732916831970215
105777,2.1730384826660156
105778,2.1728084087371826
105779,2.1725552082061768
105780,2.172302007675171
105781,2.172071933746338
105782,2.171818494796753
105783,2.171565294265747
105784,2.1710827350616455
105785,2.1708292961120605
105786,2.1705989837646484
105787,2.1703455448150635
105788,2.1701152324676514
105789,2.1698615550994873
105790,2.1696081161499023
105791,2.169377565383911
105792,2.169124126434326
105793,2.168870449066162
105794,2.168639898300171
105795,2.168386220932007
105796,2.1681325435638428
105797,2.1679019927978516
105798,2.1676480770111084
105799,2.1673943996429443
105800,2.167163610458374
105801,2.166909694671631
105802,2.1666791439056396
105803,2.1664252281188965
105804,2.1661713123321533
105805,2.165940284729004
105806,2.1656863689422607
105807,2.1654324531555176
105808,2.165201425552368
105809,2.164947509765625
105810,2.1646933555603027
105811,2.1644623279571533
105812,2.164208173751831
105813,2.1639771461486816
105814,2.1637229919433594
105815,2.163468599319458
105816,2.1632375717163086
105817,2.1629831790924072
105818,2.162728786468506
105819,2.1624977588653564
105820,2.162243366241455
105821,2.1619887351989746
105822,2.161757469177246
105823,2.1615030765533447
105824,2.1612486839294434
105825,2.161017417907715
105826,2.1605324745178223
105827,2.160277843475342
105828,2.1600232124328613
105829,2.1597914695739746
105830,2.159536838531494
105831,2.1592822074890137
105832,2.159050703048706
105833,2.1587958335876465
105834,2.158540964126587
105835,2.1583092212677
105836,2.1580543518066406
105837,2.157822847366333
105838,2.1575677394866943
105839,2.1573128700256348
105840,2.157080888748169
105841,2.1568260192871094
105842,2.1565709114074707
105843,2.156338930130005
105844,2.156083822250366
105845,2.1558287143707275
105846,2.155596971511841
105847,2.155341625213623
105848,2.1550865173339844
105849,2.1548542976379395
105850,2.154599189758301
105851,2.154366970062256
105852,2.154111623764038
105853,2.1538562774658203
105854,2.1536240577697754
105855,2.1533687114715576
105856,2.15311336517334
105857,2.152881145477295
105858,2.152625560760498
105859,2.152369976043701
105860,2.152137517929077
105861,2.1518819332122803
105862,2.1516497135162354
105863,2.1513938903808594
105864,2.1511383056640625
105865,2.1509058475494385
105866,2.1506500244140625
105867,2.1503942012786865
105868,2.149906873703003
105869,2.149651050567627
105870,2.149418592453003
105871,2.149162530899048
105872,2.1489064693450928
105873,2.1486737728118896
105874,2.1484179496765137
105875,2.1481850147247314
105876,2.1479289531707764
105877,2.1476728916168213
105878,2.147439956665039
105879,2.147183895111084
105880,2.146927833557129
105881,2.1466946601867676
105882,2.1464385986328125
105883,2.1461822986602783
105884,2.145949363708496
105885,2.145692825317383
105886,2.1454598903656006
105887,2.1452033519744873
105888,2.144947052001953
105889,2.144713878631592
105890,2.1444573402404785
105891,2.1442010402679443
105892,2.143967628479004
105893,2.1437110900878906
105894,2.1434545516967773
105895,2.143221139907837
105896,2.1429646015167236
105897,2.1427078247070312
105898,2.142474412918091
105899,2.1422176361083984
105900,2.141984224319458
105901,2.1417274475097656
105902,2.1414706707000732
105903,2.1412370204925537
105904,2.1409802436828613
105905,2.14072322845459
105906,2.1404895782470703
105907,2.140232563018799
105908,2.1399755477905273
105909,2.139486074447632
105910,2.139252185821533
105911,2.1389949321746826
105912,2.138737916946411
105913,2.1385040283203125
105914,2.138246774673462
105915,2.1379895210266113
105916,2.1377556324005127
105917,2.137498378753662
105918,2.1372408866882324
105919,2.137006998062134
105920,2.136749505996704
105921,2.1364920139312744
105922,2.136258125305176
105923,2.136000633239746
105924,2.1357665061950684
105925,2.1355087757110596
105926,2.13525128364563
105927,2.135017156600952
105928,2.1347594261169434
105929,2.1345016956329346
105930,2.134267568588257
105931,2.134009838104248
105932,2.13375186920166
105933,2.1335177421569824
105934,2.1332597732543945
105935,2.1330254077911377
105936,2.13276743888855
105937,2.132509469985962
105938,2.132275104522705
105939,2.132017135620117
105940,2.1317591667175293
105941,2.1315245628356934
105942,2.1312663555145264
105943,2.1310083866119385
105944,2.1307737827301025
105945,2.1305155754089355
105946,2.1302571296691895
105947,2.1300225257873535
105948,2.1297643184661865
105949,2.1295294761657715
105950,2.1292710304260254
105951,2.1287789344787598
105952,2.1285207271575928
105953,2.1282622814178467
105954,2.1280272006988525
105955,2.1277687549591064
105956,2.1275100708007812
105957,2.127275228500366
105958,2.127016544342041
105959,2.126781463623047
105960,2.1265227794647217
105961,2.1262640953063965
105962,2.1260290145874023
105963,2.125770092010498
105964,2.125511407852173
105965,2.1252760887145996
105966,2.1250171661376953
105967,2.12475848197937
105968,2.1245229244232178
105969,2.1242640018463135
105970,2.124005079269409
105971,2.123769760131836
105972,2.1235108375549316
105973,2.1232752799987793
105974,2.123016119003296
105975,2.1227569580078125
105976,2.12252140045166
105977,2.1222622394561768
105978,2.1220030784606934
105979,2.121767282485962
105980,2.1215081214904785
105981,2.121248960494995
105982,2.1210131645202637
105983,2.120753765106201
105984,2.1205179691314697
105985,2.1202585697174072
105986,2.1199991703033447
105987,2.1197633743286133
105988,2.1195037364959717
105989,2.11924409866333
105990,2.1190083026885986
105991,2.118748664855957
105992,2.1184890270233154
105993,2.1179943084716797
105994,2.117734670639038
105995,2.1174983978271484
105996,2.117238759994507
105997,2.117002487182617
105998,2.1167426109313965
105999,2.116482734680176
106000,2.116246461868286
106001,2.1159865856170654
106002,2.1157264709472656
106003,2.115490198135376
106004,2.1152303218841553
106005,2.1149702072143555
106006,2.1147336959838867
106007,2.114473581314087
106008,2.114237070083618
106009,2.1139769554138184
106010,2.1137166023254395
106011,2.1134800910949707
106012,2.113219738006592
106013,2.112959384918213
106014,2.112722873687744
106015,2.1124625205993652
106016,2.1122021675109863
106017,2.1119651794433594
106018,2.1117048263549805
106019,2.1114442348480225
106020,2.1112074851989746
106021,2.1109468936920166
106022,2.1107099056243896
106023,2.1104493141174316
106024,2.1101887226104736
106025,2.1099517345428467
106026,2.1096911430358887
106027,2.1094303131103516
106028,2.1091933250427246
106029,2.1089324951171875
106030,2.1086716651916504
106031,2.1084344387054443
106032,2.1081736087799072
106033,2.107936382293701
106034,2.107675313949585
106035,2.107178211212158
106036,2.106917142868042
106037,2.106656074523926
106038,2.1064186096191406
106039,2.1061575412750244
106040,2.105896234512329
106041,2.105658769607544
106042,2.1053977012634277
106043,2.1051363945007324
106044,2.104898691177368
106045,2.104637384414673
106046,2.1043999195098877
106047,2.1041383743286133
106048,2.103877067565918
106049,2.1036393642425537
106050,2.1033778190612793
106051,2.103116273880005
106052,2.1028785705566406
106053,2.102617025375366
106054,2.1023552417755127
106055,2.1021173000335693
106056,2.101855754852295
106057,2.1016178131103516
106058,2.101356029510498
106059,2.1010942459106445
106060,2.100856304168701
106061,2.1005945205688477
106062,2.100332498550415
106063,2.1000945568084717
106064,2.099832534790039
106065,2.0995707511901855
106066,2.099332332611084
106067,2.0990703105926514
106068,2.0988082885742188
106069,2.0985701084136963
106070,2.0983080863952637
106071,2.098069667816162
106072,2.0978074073791504
106073,2.0975451469421387
106074,2.097306728363037
106075,2.0970444679260254
106076,2.0967822074890137
106077,2.096282482147217
106078,2.096019983291626
106079,2.0957813262939453
106080,2.0955188274383545
106081,2.095280408859253
106082,2.095017910003662
106083,2.094755172729492
106084,2.0945165157318115
106085,2.0942537784576416
106086,2.093991279602051
106087,2.093752384185791
106088,2.093489646911621
106089,2.093226909637451
106090,2.0929880142211914
106091,2.0927250385284424
106092,2.0924623012542725
106093,2.0922231674194336
106094,2.0919604301452637
106095,2.091721296310425
106096,2.091458320617676
106097,2.0911953449249268
106098,2.090956211090088
106099,2.0906929969787598
106100,2.0904300212860107
106101,2.0901906490325928
106102,2.0899276733398438
106103,2.0896644592285156
106104,2.0894250869750977
106105,2.0891618728637695
106106,2.0889225006103516
106107,2.0886590480804443
106108,2.088395833969116
106109,2.088156223297119
106110,2.087892770767212
106111,2.0876293182373047
106112,2.0873899459838867
106113,2.0871262550354004
106114,2.086862564086914
106115,2.086622953414917
106116,2.0863595008850098
106117,2.0860958099365234
106118,2.0855934619903564
106119,2.0853536128997803
106120,2.085089921951294
106121,2.0848262310028076
106122,2.0845861434936523
106123,2.084322214126587
106124,2.0840582847595215
106125,2.0838184356689453
106126,2.08355450630188
106127,2.0832903385162354
106128,2.083050489425659
106129,2.0827863216400146
106130,2.0825462341308594
106131,2.082282066345215
106132,2.0820178985595703
106133,2.081777811050415
106134,2.0815134048461914
106135,2.081249237060547
106136,2.0810089111328125
106137,2.080744504928589
106138,2.0804800987243652
106139,2.080239772796631
106140,2.0799753665924072
106141,2.0797109603881836
106142,2.07947039604187
106143,2.0792059898376465
106144,2.078965425491333
106145,2.0787007808685303
106146,2.0784361362457275
106147,2.078195571899414
106148,2.0779309272766113
106149,2.0776660442352295
106150,2.077425479888916
106151,2.0771608352661133
106152,2.0768957138061523
106153,2.076655149459839
106154,2.076390266418457
106155,2.0761494636535645
106156,2.0758843421936035
106157,2.0756192207336426
106158,2.07537841796875
106159,2.075113296508789
106160,2.074608325958252
106161,2.074343204498291
106162,2.07407808303833
106163,2.0738370418548584
106164,2.0735716819763184
106165,2.0733063220977783
106166,2.0730652809143066
106167,2.0727999210357666
106168,2.072558641433716
106169,2.0722930431365967
106170,2.0720276832580566
106171,2.071786403656006
106172,2.0715208053588867
106173,2.0712554454803467
106174,2.071013927459717
106175,2.0707483291625977
106176,2.0704824924468994
106177,2.0702412128448486
106178,2.0699753761291504
106179,2.0697336196899414
106180,2.0694680213928223
106181,2.069202184677124
106182,2.068960428237915
106183,2.068694591522217
106184,2.0684287548065186
106185,2.0681869983673096
106186,2.0679209232330322
106187,2.067654848098755
106188,2.067413091659546
106189,2.0671470165252686
106190,2.0669050216674805
106191,2.066638946533203
106192,2.066372871398926
106193,2.0661308765411377
106194,2.0658645629882812
106195,2.065598249435425
106196,2.0653562545776367
106197,2.0650899410247803
106198,2.0648233890533447
106199,2.0645813941955566
106200,2.064314842224121
106201,2.0640482902526855
106202,2.0635406970977783
106203,2.063298225402832
106204,2.0630316734313965
106205,2.062765121459961
106206,2.0625226497650146
106207,2.062255859375
106208,2.0619890689849854
106209,2.061746597290039
106210,2.0614798069000244
106211,2.0612130165100098
106212,2.0609703063964844
106213,2.0607035160064697
